 2018-05-20 08:01:42,618 [P13080/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.10.4 application starting on DOMAINPC
 2018-05-20 08:01:42,689 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-05-20 08:01:42,731 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 42ms)
 2018-05-20 08:01:43,014 [P13080/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-05-20 08:01:43,020 [P13080/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-05-20 08:01:43,028 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:43,241 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 213ms)
 2018-05-20 08:01:43,241 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-05-20 08:01:43,245 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 3ms)
 2018-05-20 08:01:43,321 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:43,324 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 2ms)
 2018-05-20 08:01:43,326 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-05-20 08:01:43,327 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 1ms)
 2018-05-20 08:01:43,328 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:43,328 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-20 08:01:43,328 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-05-20 08:01:43,332 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 3ms)
 2018-05-20 08:01:43,369 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:43,370 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-20 08:01:43,370 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-05-20 08:01:43,371 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 0ms)
 2018-05-20 08:01:43,371 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:43,372 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-20 08:01:43,372 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-05-20 08:01:43,373 [P13080/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 1ms)
 2018-05-20 08:01:47,245 [P13080/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2018-05-20 08:01:47,881 [P13080/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2018-05-20 08:01:48,250 [P13080/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2018-05-20 08:01:48,252 [P13080/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2018-05-20 08:01:48,280 [P13080/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 5717ms)
 2018-05-20 08:01:48,291 [P13080/D2/T1] INFO  Umbraco.Web.ExamineStartup - Forcing index ExternalIndexSet to be unlocked since it was left in a locked state
 2018-05-20 08:01:49,188 [P13080/D2/T11] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://miacohome.test:80/umbraco
 2018-05-20 08:01:49,193 [P13080/D2/T11] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://miacohome.test:80/umbraco (UmbracoModule request)
 2018-05-20 08:01:49,780 [P13080/D2/T11] INFO  umbraco.content - Load Xml from file...
 2018-05-20 08:01:49,792 [P13080/D2/T11] INFO  umbraco.content - Loaded Xml from file.
 2018-05-20 08:01:51,411 [P13080/D2/T11] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:01:51,412 [P13080/D2/T11] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-05-20 08:01:51,412 [P13080/D2/T11] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IParameterEditor
 2018-05-20 08:01:51,415 [P13080/D2/T11] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IParameterEditor (took 2ms)
 2018-05-20 08:02:49,885 [P13080/D2/T16] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-05-20 08:02:49,885 [P13080/D2/T16] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
